Position	51484e4a-6754-4d25-934c-7643a178ed76.rna_seq.genomic.gdc_realn.bam
chr4:26431527-26431639	1
chr4:26415396-26415507	0
chr4:26339985-26340101	0
chr4:25758624-25758738	0
chr4:25747527-25747654	0
chr4:25410949-25411080	0
chr4:24876500-24876610	
chr4:23827379-23827490	0
chr4:22727081-22727191	0
chr4:20619116-20619229	
chr4:17938367-17938483	0
chr4:17805034-17805154	0
chr4:17802980-17803092	0
chr4:17802590-17802705	0
chr4:17800803-17800918	0
chr4:17633863-17633978	
chr4:17624409-17624520	0
chr4:15069531-15069646	
chr4:15068856-15068975	0
chr4:15063318-15063430	
chr4:13614307-13614424	0
chr4:13569470-13569580	
chr4:13568779-13568890	
chr4:13451347-13451460	0
chr4:11398756-11398869	0
chr4:10440238-10440350	
chr4:8221395-8221506	0
chr4:7973451-7973563	0
chr4:7430345-7430459	
chr4:7027283-7027393	0
chr4:6882605-6882715	0
chr4:6321597-6321717	
chr4:5822443-5822554	
chr4:3228633-3228746	1
chr4:2840940-2841051	0
chr4:2723756-2723874	0
chr4:2718376-2718489	0
chr4:2717704-2717822	0
chr4:2249399-2249513	0
chr4:1807350-1807469	0
chr4:1742748-1742860	0
chr4:1249194-1249314	0
chr4:1025985-1026095	0
chr4:1025816-1025932	0
chr4:1025678-1025794	0
chr4:1025462-1025572	0
chr4:959659-959769	0
chr4:768424-768536	0
chr3:197940258-197940375	
chr3:197887157-197887268	
chr3:197782004-197782115	0
chr3:197510634-197510768	1
chr3:196957121-196957252	
chr3:196918927-196919048	
chr3:196907843-196907957	
chr3:196904853-196904967	
chr3:196586851-196586962	0
chr3:196584824-196584936	0
chr3:196364539-196364650	0
chr3:196353820-196353931	0
chr3:196051605-196051715	0
chr3:195972767-195972877	0
chr3:195883572-195883683	0
chr3:195881585-195881695	0
chr3:195880460-195880571	0
chr3:195746835-195746956	0
chr3:195703821-195703931	0
chr3:195703101-195703219	0
chr3:195695064-195695183	0
chr3:195568781-195568891	0
chr3:195514960-195515073	0
chr3:195427944-195428054	0
chr3:195383522-195383632	0
chr3:195278572-195278684	0
chr3:195068534-195068650	1
chr3:194688478-194688593	0
chr3:194599536-194599652	0
chr3:194410887-194411021	0
chr3:194403867-194403977	0
chr3:193641406-193641522	0
chr3:191397627-191397737	
chr3:189957391-189957530	
chr3:188879579-188879689	0
chr3:188878722-188878837	0
chr3:188877697-188877811	0
chr3:188877014-188877124	
chr3:188609360-188609476	0
chr3:188261694-188261808	0
chr3:188178988-188179116	0
chr3:187721908-187722023	
chr3:187076926-187077038	0
chr3:186046624-186046738	
chr3:185809071-185809181	0
chr3:185715585-185715704	0
chr3:185644265-185644377	0
chr3:185507318-185507430	0
chr3:185292253-185292368	0
chr3:185291853-185291973	0
chr3:184843358-184843469	
chr3:184711295-184711416	0
chr3:184582241-184582352	
chr3:183729626-183729738	0
chr3:183682887-183683002	0
chr3:183682729-183682839	
chr3:183452644-183452754	0
chr3:183255757-183255872	0
chr3:182944509-182944621	1
chr3:182894913-182895026	0
chr3:181713388-181713499	
chr3:180935129-180935241	0
chr3:180608344-180608459	
chr3:179401395-179401507	
chr3:179399151-179399263	
chr3:179394358-179394483	
chr3:179022581-179022704	
chr3:179019227-179019339	
chr3:177024051-177024164	0
chr3:177022975-177023085	1
chr3:177021320-177021434	0
chr3:172631331-172631443	0
chr3:172630967-172631079	0
chr3:172505675-172505795	0
chr3:172397750-172397863	0
chr3:172397615-172397726	1
chr3:172302964-172303076	0
chr3:171322789-171322906	0
chr3:170395960-170396076	
chr3:170395868-170395978	
chr3:170359548-170359661	0
chr3:170305876-170305992	0
chr3:170303357-170303471	0
chr3:170089891-170090003	
chr3:169995574-169995684	0
chr3:169663424-169663580	
chr3:169614109-169614219	
chr3:169523383-169523497	
chr3:169481614-169481737	
chr3:169475531-169475643	
chr3:169369292-169369414	
chr3:169083886-169084001	0
chr3:161429033-161429151	0
chr3:160677251-160677363	1
chr3:160501999-160502115	1
chr3:160500097-160500210	
chr3:160495866-160495983	
chr3:158802104-158802216	0
chr3:158681918-158682028	0
chr3:158665269-158665380	0
chr3:156688322-156688447	0
chr3:156542577-156542687	0
chr3:155842525-155842635	0
chr3:154280505-154280615	
chr3:154275928-154276051	1
chr3:153164013-153164125	0
chr3:153163614-153163735	1
chr3:152841213-152841348	
chr3:152463089-152463204	0
chr3:152300058-152300169	0
chr3:152299613-152299723	0
chr3:151212626-151212736	
chr3:150627851-150627961	0
chr3:150459776-150459896	
chr3:150459538-150459651	
chr3:150434102-150434216	0
chr3:150428544-150428659	0
chr3:150408858-150408974	0
chr3:149961311-149961424	0
chr3:149518402-149518521	0
chr3:149031108-149031218	
chr3:148894417-148894530	0
chr3:146518239-146518351	0
chr3:146248439-146248558	0
chr3:146193001-146193113	
chr3:146192770-146192880	
chr3:143990376-143990494	
chr3:143990249-143990360	
chr3:143639969-143640089	
chr3:143425214-143425337	
chr3:143357975-143358089	
chr3:143120021-143120135	0
chr3:143056510-143056623	0
chr3:143038889-143039002	0
chr3:142307318-142307429	0
chr3:142184210-142184336	
chr3:142157907-142158019	
chr3:142110904-142111016	0
chr3:141947356-141947471	0
chr3:141945085-141945195	0
chr3:141926244-141926355	0
chr3:141923227-141923341	0
chr3:141614082-141614192	
chr3:141447346-141447456	0
chr3:141446033-141446147	0
chr3:140976586-140976700	1
chr3:138468829-138468941	
chr3:138402142-138402258	
chr3:138246353-138246463	0
chr3:138101218-138101329	0
chr3:136711514-136711625	0
chr3:136511928-136512038	0
chr3:136149562-136149677	
chr3:136146934-136147045	
chr3:136146817-136146931	
chr3:136113069-136113179	
chr3:134485941-134486052	0
chr3:133820606-133820717	0
chr3:133819868-133819988	0
chr3:133588747-133588859	0
chr3:132538450-132538560	0
chr3:131383340-131383453	0
chr3:131015993-131016104	0
chr3:130962665-130962782	0
chr3:129760404-129760545	0
chr3:129555497-129555607	0
chr3:129278796-129278911	0
chr3:129277551-129277670	0
chr3:129129323-129129442	0
chr3:128912779-128912889	0
chr3:128886878-128886993	0
chr3:128879576-128879686	0
chr3:128813553-128813669	0
chr3:128620163-128620278	0
chr3:128619965-128620082	0
chr3:128080942-128081061	0
chr3:126115824-126115935	
chr3:125529398-125529512	
chr3:125261775-125261894	0
chr3:125232008-125232118	0
chr3:125231321-125231431	0
chr3:125230872-125230984	
chr3:124981862-124981974	0
chr3:124967407-124967526	0
chr3:124819667-124819781	0
chr3:124674953-124675073	0
chr3:124638285-124638398	0
chr3:123914329-123914439	
chr3:123613978-123614094	0
chr3:123613289-123613399	0
chr3:123612789-123612902	0
chr3:123493548-123493660	0
chr3:123493310-123493420	0
chr3:123271877-123271987	0
chr3:122729384-122729501	0
chr3:122728615-122728725	0
chr3:122726947-122727062	0
chr3:122714334-122714444	0
chr3:122701481-122701591	0
chr3:122573951-122574067	0
chr3:122573789-122573903	0
chr3:122573766-122573881	0
chr3:122571867-122571977	1
chr3:122535793-122535910	0
chr3:122411510-122411624	
chr3:121694038-121694148	0
chr3:120688745-120688865	0
chr3:120327700-120327816	0
chr3:120093858-120093971	0
chr3:119979423-119979539	0
chr3:119824279-119824402	0
chr3:119823869-119823980	0
chr3:119493096-119493211	
chr3:119439722-119439835	0
chr3:119435626-119435743	0
chr3:116425823-116425935	
chr3:116310864-116310980	
chr3:116199114-116199227	
chr3:115720997-115721114	
chr3:114332008-114332133	0
chr3:114315918-114316028	0
chr3:114315518-114315656	0
chr3:113810366-113810476	0
chr3:113761321-113761434	0
chr3:113657213-113657350	
chr3:113653003-113653113	
chr3:113652424-113652535	
chr3:113649449-113649559	
chr3:113286856-113286967	
chr3:113016390-113016501	0
chr3:113013986-113014096	0
chr3:113002606-113002726	0
chr3:113000894-113001010	0
chr3:112601293-112601404	
chr3:112600487-112600600	
chr3:112565730-112565840	0
chr3:112362663-112362777	0
chr3:112361959-112362070	0
chr3:112352490-112352617	0
chr3:112185289-112185399	0
chr3:112183299-112183420	0
chr3:111992179-111992294	0
chr3:111745783-111745898	
chr3:109150064-109150176	
chr3:108165095-108165205	0
chr3:108045509-108045619	0
chr3:108044365-108044497	0
chr3:108043391-108043502	0
chr3:107810861-107810973	
chr3:105838033-105838148	0
chr3:105805252-105805370	0
chr3:105670658-105670773	0
chr3:105658342-105658454	
chr3:105408151-105408261	0
chr3:101860749-101860864	0
chr3:101860130-101860244	1
chr3:101593580-101593690	0
chr3:101593285-101593395	0
chr3:101349629-101349743	
chr3:101328570-101328681	
chr3:100365201-100365311	0
chr3:100322719-100322830	0
chr3:100322044-100322160	0
chr3:100168690-100168801	0
chr3:99982295-99982407	0
chr3:99798568-99798688	
chr3:98797248-98797362	
chr3:98796986-98797106	
chr3:98796202-98796321	
chr3:97944059-97944174	
chr3:94105832-94105944	0
chr3:94058682-94058797	
chr3:88055272-88055382	0
chr3:87253864-87253978	0
chr3:78597916-78598027	
chr3:78597820-78597930	
chr3:75730303-75730416	
chr3:75430838-75430950	0
chr3:73066189-73066312	
chr3:73065929-73066044	0
chr3:73050403-73050515	0
chr3:73003068-73003181	0
chr3:72980188-72980298	
chr3:72376864-72376984	0
chr3:71684343-71684458	0
chr3:71683043-71683154	0
chr3:71568603-71568714	0
chr3:71348600-71348710	0
chr3:71240500-71240611	0
chr3:71228917-71229031	0
chr3:71120993-71121107	0
chr3:71115267-71115402	0
chr3:70967637-70967749	0
chr3:70959140-70959253	0
chr3:70958581-70958700	
chr3:70958155-70958274	1
chr3:70958071-70958185	0
chr3:70957939-70958050	0
chr3:70956365-70956481	0
chr3:70955520-70955633	
chr3:69213611-69213728	
chr3:69190356-69190469	0
chr3:69104920-69105030	0
chr3:69021635-69021748	
chr3:68977284-68977400	
chr3:68976591-68976721	
chr3:67374779-67374889	0
chr3:66038581-66038695	0
chr3:65841403-65841513	0
chr3:65463508-65463653	0
chr3:65439878-65439997	
chr3:65387338-65387449	0
chr3:65354852-65354963	0
chr3:64643736-64643847	
chr3:64592722-64592835	0
chr3:63863792-63863903	0
chr3:62297400-62297515	0
chr3:62296599-62296714	0
chr3:61680592-61680702	0
chr3:61674133-61674245	0
chr3:61661270-61661382	0
chr3:61565560-61565670	0
chr3:60991748-60991869	0
chr3:60818988-60819102	0
chr3:60108615-60108730	0
chr3:58567232-58567344	0
chr3:58501638-58501749	
chr3:58382442-58382559	0
chr3:58332913-58333025	
chr3:58319582-58319695	0
chr3:58318942-58319056	0
chr3:58106302-58106427	0
chr3:57928214-57928324	0
chr3:57927892-57928005	0
chr3:57641703-57641822	0
chr3:57625590-57625701	0
chr3:57249513-57249625	0
chr3:56891291-56891406	0
chr3:56861834-56861944	0
chr3:56792942-56793057	0
chr3:56743952-56744062	0
chr3:55468088-55468206	0
chr3:53870598-53870713	0
chr3:53192587-53192702	0
chr3:53192488-53192603	1
chr3:53000212-53000326	0
chr3:52840167-52840279	
chr3:52694246-52694356	0
chr3:52603477-52603587	0
chr3:52545562-52545672	0
chr3:52438805-52438915	0
chr3:52255561-52255672	0
chr3:52254890-52255009	0
chr3:52050337-52050455	0
chr3:51668036-51668152	
chr3:51499876-51499988	0
chr3:51396451-51396563	0
chr3:51394198-51394309	0
chr3:50647950-50648062	0
chr3:50258848-50258960	1
chr3:50188124-50188249	
chr3:50118404-50118526	0
chr3:49534137-49534248	0
chr3:49415464-49415574	0
chr3:49358190-49358310	1
chr3:49278092-49278205	1
chr3:49030314-49030425	0
chr3:49029812-49029924	0
chr3:48983556-48983670	0
chr3:48857082-48857194	0
chr3:48750324-48750434	0
chr3:48749847-48749960	0
chr3:48749433-48749549	0
chr3:48748241-48748360	0
chr3:48748078-48748195	0
chr3:48466235-48466355	0
chr3:48294035-48294150	0
chr3:48292504-48292614	0
chr3:47816867-47816978	0
chr3:47587181-47587291	0
chr3:47329873-47329983	1
chr3:47063938-47064049	0
chr3:47062321-47062435	0
chr3:47039163-47039277	0
chr3:45919020-45919135	0
chr3:45824315-45824438	0
chr3:45718244-45718358	0
chr3:45680959-45681075	0
chr3:45677776-45677887	
chr3:45122953-45123066	0
chr3:45083863-45083974	0
chr3:44918183-44918294	0
chr3:44916777-44916899	0
chr3:44750509-44750620	0
chr3:43350814-43350926	0
chr3:42784025-42784143	
chr3:42215451-42215575	0
chr3:42210353-42210475	0
chr3:42210035-42210167	0
chr3:41239936-41240061	0
chr3:41239871-41239990	0
chr3:40466907-40467018	
chr3:40461979-40462111	0
chr3:40312255-40312365	0
chr3:39900857-39900968	
chr3:39096342-39096452	0
chr3:38254668-38254780	0
chr3:38165724-38165844	0
chr3:38138562-38138678	0
chr3:37983912-37984023	0
chr3:37981079-37981196	0
chr3:37892515-37892626	0
chr3:36990492-36990602	
chr3:36990392-36990509	
chr3:36989239-36989350	
chr3:36988862-36988973	1
chr3:33146842-33146955	
chr3:33145978-33146090	
chr3:33085245-33085357	0
chr3:32716183-32716294	0
chr3:32526603-32526728	
chr3:32526012-32526130	0
chr3:32482320-32482432	0
chr3:32481320-32481430	1
chr3:32152795-32152908	0
chr3:31636251-31636361	0
chr3:31596786-31596896	0
chr3:30691897-30692007	0
chr3:30650329-30650439	0
chr3:28323304-28323421	0
chr3:28322744-28322856	0
chr3:27373100-27373215	0
chr3:25754614-25754726	0
chr3:25638128-25638241	0
chr3:25607274-25607384	0
chr3:24481179-24481307	
chr3:24121083-24121193	
chr3:23978435-23978547	
chr3:22382864-22382976	1
chr3:22382796-22382907	1
chr3:19984364-19984476	0
chr3:19947235-19947345	0
chr3:18424071-18424184	0
chr3:18423692-18423805	0
chr3:18348811-18348921	0
chr3:18348685-18348797	1
chr3:17673435-17673546	0
chr3:17554796-17554907	0
chr3:17485237-17485357	0
chr3:17219037-17219149	0
chr3:17160328-17160439	0
chr3:16324596-16324735	0
chr3:15668305-15668418	
chr3:15645786-15645903	
chr3:15429971-15430082	0
chr3:15220149-15220260	0
chr3:14957755-14957866	0
chr3:14944629-14944742	0
chr3:14943219-14943330	0
chr3:14488861-14488973	0
chr3:14485130-14485242	
chr3:13420143-13420256	
chr3:13337838-13337948	0
chr3:13332675-13332793	0
chr3:12583715-12583835	0
chr3:12583294-12583407	0
chr3:12401566-12401681	0
chr3:12329116-12329233	0
chr3:11643619-11643732	0
chr3:11558425-11558538	0
chr3:11392425-11392544	0
chr3:11319333-11319445	0
chr3:10206812-10206924	0
chr3:10153551-10153674	1
chr3:10152319-10152434	0
chr3:10022559-10022671	0
chr3:9823439-9823549	
chr3:9806466-9806587	1
chr3:9747823-9747941	0
chr3:9701664-9701777	0
chr3:9477629-9477751	
chr3:9476409-9476528	0
chr3:9391222-9391337	0
chr3:5218805-5218915	0
chr3:5218303-5218421	0
chr3:5192870-5192987	0
chr3:4983779-4983905	0
chr3:4847345-4847459	
chr3:3150468-3150582	0
chr3:400431-400541	
chr2:241672990-241673100	0
chr2:241493547-241493661	0
chr2:241486411-241486537	0
chr2:241480482-241480593	0
chr2:241446287-241446397	0
chr2:241422368-241422481	0
chr2:241360978-241361092	0
chr2:241095993-241096104	0
chr2:241085647-241085766	
chr2:239050250-239050361	
chr2:239048510-239048644	
chr2:238902914-238903024	
chr2:238367929-238368039	0
chr2:238329022-238329135	0
chr2:238259905-238260016	0
chr2:238084843-238084961	0
chr2:237779830-237779944	0
chr2:237336170-237336284	0
chr2:237324059-237324169	0
chr2:237087042-237087159	0
chr2:236131437-236131547	1
chr2:236079320-236079439	0
chr2:235909968-235910079	0
chr2:235831134-235831252	0
chr2:234495089-234495202	0
chr2:234494975-234495090	0
chr2:234494817-234494928	0
chr2:234494748-234494859	0
chr2:234493715-234493825	1
chr2:233515513-233515624	0
chr2:233158734-233158847	0
chr2:233068543-233068654	0
chr2:232918578-232918703	0
chr2:232879370-232879483	0
chr2:232847467-232847586	0
chr2:232833003-232833121	0
chr2:232583380-232583506	0
chr2:232582751-232582874	0
chr2:231808618-231808731	0
chr2:231454832-231454943	0
chr2:231165213-231165324	0
chr2:230470844-230470963	0
chr2:230403160-230403270	0
chr2:230196499-230196609	0
chr2:229831837-229831952	0
chr2:229766059-229766170	
chr2:229764147-229764258	0
chr2:226981385-226981499	0
chr2:226799089-226799207	0
chr2:226735992-226736103	
chr2:224585126-224585250	0
chr2:224576637-224576749	0
chr2:224039151-224039263	0
chr2:223975269-223975392	
chr2:223967184-223967295	0
chr2:223934031-223934154	0
chr2:223900988-223901099	0
chr2:223877255-223877367	0
chr2:223875334-223875445	0
chr2:223756416-223756535	0
chr2:222943035-222943149	0
chr2:222580444-222580557	0
chr2:222561484-222561601	0
chr2:222561052-222561167	1
chr2:222451090-222451206	0
chr2:221425853-221425964	
chr2:219161752-219161863	
chr2:218595700-218595813	0
chr2:218254058-218254174	0
chr2:217804206-217804339	0
chr2:216672488-216672606	0
chr2:216672272-216672386	0
chr2:216038539-216038653	0
chr2:210022254-210022374	
chr2:209733410-209733543	
chr2:208358349-208358459	
chr2:207744480-207744598	
chr2:207734529-207734640	0
chr2:207619123-207619240	0
chr2:207612407-207612523	
chr2:207600188-207600313	
chr2:207598436-207598552	
chr2:207165665-207165776	0
chr2:207081011-207081134	0
chr2:207079711-207079823	0
chr2:207079015-207079126	0
chr2:207077741-207077853	
chr2:206122991-206123102	1
chr2:206119769-206119879	0
chr2:206117142-206117254	
chr2:206115496-206115610	0
chr2:205994837-205994960	
chr2:205778170-205778286	
chr2:205722390-205722500	0
chr2:205440410-205440521	
chr2:203435471-203435583	
chr2:203435319-203435434	
chr2:203434516-203434632	
chr2:203431646-203431758	
chr2:203427421-203427531	
chr2:203328437-203328557	0
chr2:203298985-203299095	
chr2:202766011-202766157	
chr2:202563384-202563494	
chr2:202559965-202560075	0
chr2:202429298-202429409	0
chr2:202394840-202394953	0
chr2:202300328-202300438	0
chr2:202037612-202037723	
chr2:201479406-201479516	0
chr2:201379764-201379875	
chr2:201377830-201377942	
chr2:201278490-201278604	0
chr2:201219655-201219773	
chr2:201171629-201171744	1
chr2:201171259-201171370	0
chr2:201167016-201167128	0
chr2:201165537-201165649	1
chr2:200979478-200979589	
chr2:200974160-200974273	
chr2:200860444-200860556	0
chr2:200822679-200822809	0
chr2:199927515-199927630	
chr2:199927258-199927378	
chr2:199271510-199271622	
chr2:197390560-197390676	
chr2:197143099-197143213	
chr2:196135727-196135850	
chr2:191678353-191678477	0
chr2:190963853-190963965	
chr2:190912992-190913103	0
chr2:190880822-190880970	0
chr2:190408271-190408388	
chr2:189450292-189450410	0
chr2:189033429-189033542	0
chr2:188595009-188595125	
chr2:188594016-188594128	
chr2:187465518-187465634	0
chr2:187465442-187465557	
chr2:187357754-187357868	0
chr2:186677589-186677721	
chr2:180980592-180980706	0
chr2:179957792-179957903	0
chr2:178504063-178504173	
chr2:178465691-178465802	0
chr2:178438285-178438398	0
chr2:177538176-177538286	1
chr2:177264612-177264729	0
chr2:177230300-177230412	0
chr2:177223347-177223459	0
chr2:177223015-177223126	0
chr2:176174401-176174512	
chr2:176123512-176123624	
chr2:175927732-175927843	
chr2:175924645-175924757	
chr2:175074445-175074557	
chr2:175073715-175073826	
chr2:175073408-175073520	
chr2:174720300-174720416	0
chr2:174463076-174463188	
chr2:174435411-174435538	
chr2:174434743-174434858	
chr2:174434259-174434372	
chr2:174433911-174434026	
chr2:174432712-174432831	
chr2:174075203-174075316	0
chr2:173908860-173908972	0
chr2:173266733-173266850	
chr2:173225543-173225658	1
chr2:172597061-172597173	
chr2:172596226-172596338	
chr2:172504211-172504322	0
chr2:171690187-171690298	0
chr2:171096707-171096823	0
chr2:171091665-171091812	0
chr2:171021383-171021520	0
chr2:170081964-170082076	
chr2:168774592-168774704	0
chr2:166403889-166404001	
chr2:162020481-162020593	0
chr2:161402648-161402759	0
chr2:160274476-160274589	0
chr2:160274409-160274520	0
chr2:160274295-160274405	
chr2:160272428-160272541	1
chr2:159812235-159812350	0
chr2:159781551-159781664	0
chr2:159769593-159769708	0
chr2:159439031-159439145	
chr2:158680750-158680860	0
chr2:158602978-158603090	0
chr2:158528619-158528736	0
chr2:157875438-157875558	0
chr2:157314161-157314278	
chr2:156576416-156576530	0
chr2:156535387-156535511	0
chr2:156325296-156325409	0
chr2:152659115-152659227	0
chr2:152655480-152655595	0
chr2:152120345-152120465	
chr2:152118396-152118511	
chr2:151802554-151802668	0
chr2:151248287-151248397	
chr2:150487424-150487544	0
chr2:150469593-150469705	0
chr2:149200472-149200582	
chr2:148105171-148105286	
chr2:147857482-147857601	
chr2:144461049-144461161	0
chr2:144388886-144388996	
chr2:143958732-143958853	
chr2:143350649-143350759	
chr2:138571948-138572064	
chr2:135907192-135907311	0
chr2:135784820-135784931	0
chr2:135783441-135783552	1
chr2:135769698-135769811	0
chr2:135724937-135725048	1
chr2:135169958-135170072	0
chr2:134946030-134946143	0
chr2:134945718-134945828	0
chr2:134450733-134450881	0
chr2:134147545-134147660	0
chr2:134128160-134128272	0
chr2:131051433-131051548	0
chr2:130374285-130374399	0
chr2:128194216-128194329	
chr2:128192216-128192333	1
chr2:127862842-127862957	0
chr2:127847583-127847700	0
chr2:127675025-127675135	0
chr2:127638412-127638524	
chr2:127497015-127497125	0
chr2:127307362-127307476	
chr2:127306797-127306925	0
chr2:127305880-127305996	
chr2:127303276-127303390	
chr2:127266283-127266405	0
chr2:127047996-127048106	0
chr2:121728286-121728397	0
chr2:121582735-121582848	
chr2:121340453-121340563	
chr2:121339081-121339220	0
chr2:121337893-121338004	
chr2:121337766-121337878	
chr2:121221908-121222019	
chr2:121221350-121221464	
chr2:119302240-119302350	
chr2:119265537-119265649	0
chr2:119264753-119264863	0
chr2:119258897-119259012	0
chr2:118108421-118108532	0
chr2:118096468-118096581	0
chr2:117918265-117918376	
chr2:117916286-117916397	0
chr2:117832096-117832206	0
chr2:113958551-113958663	0
chr2:113742649-113742759	0
chr2:113712273-113712386	0
chr2:113584803-113584914	
chr2:113166766-113166878	0
chr2:113160734-113160865	0
chr2:113133502-113133612	0
chr2:113133300-113133411	0
chr2:112851029-112851139	
chr2:112658979-112659091	0
chr2:112575474-112575584	0
chr2:112117612-112117723	0
chr2:111495005-111495117	0
chr2:111123636-111123747	0
chr2:110083945-110084067	0
chr2:109906235-109906345	0
chr2:109617965-109618083	0
chr2:109504454-109504564	0
chr2:108771685-108771795	0
chr2:108686725-108686840	1
chr2:108473262-108473378	0
chr2:105348477-105348607	
chr2:105345479-105345592	0
chr2:105267021-105267134	0
chr2:102690981-102691096	
chr2:102690918-102691037	
chr2:101892147-101892257	0
chr2:101891967-101892078	0
chr2:101891382-101891493	0
chr2:101716460-101716573	0
chr2:101697879-101697993	0
chr2:101276721-101276831	0
chr2:101273997-101274113	
chr2:101270026-101270138	0
chr2:101269638-101269748	1
chr2:101143013-101143127	0
chr2:101023574-101023684	0
chr2:101020274-101020395	0
chr2:100576621-100576732	0
chr2:99547445-99547559	
chr2:99319634-99319744	0
chr2:99196035-99196146	0
chr2:98623967-98624080	0
chr2:98619848-98619958	0
chr2:98619329-98619440	0
chr2:97735124-97735236	
chr2:96833494-96833606	0
chr2:96809797-96809907	0
chr2:96806485-96806604	0
chr2:96186111-96186225	1
chr2:96185018-96185131	0
chr2:95827122-95827236	
chr2:95818230-95818341	
chr2:95816170-95816312	
chr2:95291159-95291269	
chr2:91684102-91684222	
chr2:91640042-91640162	0
chr2:88750307-88750419	0
chr2:88627161-88627286	0
chr2:86785226-86785337	0
chr2:86504450-86504577	0
chr2:86504017-86504127	0
chr2:86502770-86502883	
chr2:86081614-86081724	0
chr2:86041195-86041317	0
chr2:85639404-85639520	0
chr2:85549776-85549892	0
chr2:85549317-85549432	
chr2:85544888-85545000	0
chr2:85319128-85319246	0
chr2:85133655-85133776	
chr2:85053803-85053913	
chr2:84423735-84423846	0
chr2:75657834-75657945	0
chr2:75655542-75655652	1
chr2:74155385-74155498	0
chr2:74154142-74154260	0
chr2:73573801-73573912	0
chr2:73081045-73081178	0
chr2:72176229-72176352	
chr2:71144388-71144498	0
chr2:70280033-70280145	0
chr2:70279734-70279844	0
chr2:70279041-70279153	0
chr2:70212266-70212377	0
chr2:70030211-70030322	
chr2:69940097-69940215	
chr2:69904668-69904778	0
chr2:69514580-69514700	
chr2:69462626-69462742	
chr2:69461449-69461565	
chr2:69458657-69458778	
chr2:69248161-69248272	0
chr2:68396661-68396771	0
chr2:68396097-68396211	0
chr2:68315550-68315662	0
chr2:68208877-68208988	0
chr2:68042778-68042897	0
chr2:66559115-66559227	
chr2:66492019-66492140	
chr2:66435508-66435621	
chr2:65407195-65407308	0
chr2:65270851-65270963	0
chr2:65085761-65085873	
chr2:65084472-65084586	
chr2:64632193-64632311	
chr2:64592302-64592412	0
chr2:64592065-64592185	0
chr2:64459963-64460079	
chr2:62880296-62880410	
chr2:61537991-61538104	0
chr2:61537702-61537834	0
chr2:61478135-61478247	0
chr2:61458572-61458689	
chr2:61189209-61189321	0
chr2:61049147-61049262	0
chr2:60929942-60930054	
chr2:60927327-60927438	
chr2:60553490-60553608	0
chr2:60457643-60457758	0
chr2:58190418-58190534	0
chr2:55636175-55636286	0
chr2:55312709-55312820	
chr2:55298238-55298349	
chr2:55289725-55289854	
chr2:55263559-55263674	0
chr2:55050457-55050569	0
chr2:54972745-54972861	0
chr2:54669190-54669302	0
chr2:54668738-54668848	0
chr2:54668630-54668745	0
chr2:54208936-54209047	0
chr2:53969637-53969753	0
chr2:53865298-53865409	1
chr2:53864383-53864495	
chr2:53712719-53712835	0
chr2:48515166-48515297	
chr2:48504592-48504707	0
chr2:48494361-48494492	0
chr2:48493547-48493661	1
chr2:48491499-48491609	0
chr2:48440762-48440885	
chr2:48378638-48378753	0
chr2:47876866-47876977	0
chr2:47875448-47875560	0
chr2:47807617-47807729	0
chr2:47805551-47805664	0
chr2:47791132-47791244	0
chr2:47481949-47482059	0
chr2:47452896-47453013	0
chr2:47335449-47335561	0
chr2:47335412-47335522	0
chr2:47042453-47042564	0
chr2:47038208-47038324	0
chr2:47017928-47018038	0
chr2:46624931-46625049	
chr2:46385137-46385250	0
chr2:46297511-46297621	0
chr2:45716640-45716783	
chr2:44321225-44321335	0
chr2:44169046-44169163	0
chr2:43888320-43888431	0
chr2:43224055-43224166	0
chr2:43223941-43224057	0
chr2:42709122-42709238	0
chr2:42350011-42350130	0
chr2:42330569-42330685	0
chr2:40112608-40112722	
chr2:40112288-40112398	
chr2:39494717-39494834	0
chr2:39486882-39487003	0
chr2:39482118-39482249	0
chr2:39475043-39475157	0
chr2:39474620-39474731	0
chr2:39313454-39313565	0
chr2:38985372-38985483	0
chr2:38797851-38797963	
chr2:38743848-38743961	1
chr2:38734640-38734756	1
chr2:38697900-38698012	0
chr2:38294952-38295062	0
chr2:38294590-38294703	
chr2:37992082-37992192	
chr2:37666763-37666877	0
chr2:37644573-37644690	
chr2:37643923-37644044	
chr2:37251830-37251941	
chr2:37251566-37251678	
chr2:37203412-37203522	0
chr2:37202189-37202303	0
chr2:37106518-37106634	0
chr2:37104648-37104761	
chr2:37102953-37103075	0
chr2:37100086-37100196	1
chr2:37031384-37031501	
chr2:36847331-36847449	0
chr2:36558474-36558585	0
chr2:36550848-36550959	0
chr2:36550184-36550302	0
chr2:36549991-36550117	0
chr2:36549423-36549535	0
chr2:33562859-33562974	
chr2:32754097-32754212	0
chr2:32618626-32618736	
chr2:32618178-32618288	0
chr2:32607158-32607268	0
chr2:32523993-32524107	0
chr2:32308980-32309100	
chr2:32217005-32217120	0
chr2:32216529-32216641	0
chr2:32140893-32141012	
chr2:31990364-31990476	0
chr2:31931500-31931611	0
chr2:30642350-30642469	
chr2:30259911-30260022	0
chr2:30259766-30259879	
chr2:30257740-30257853	0
chr2:30159186-30159296	1
chr2:30158930-30159050	0
chr2:28947814-28947939	0
chr2:28801382-28801496	0
chr2:28801003-28801113	0
chr2:28416899-28417020	1
