Position	b17f7e44-a968-4207-aa50-3a94ad945de6_wxs_gdc_realn.bam
chr4:47426144-47426254	
chr4:47425466-47425578	
chr4:47161167-47161280	
chr4:47032023-47032136	
chr4:47031705-47031825	0
chr4:46992905-46993017	0
chr4:46977307-46977419	0
chr4:46977207-46977323	
chr4:46724377-46724491	
chr4:46305364-46305478	
chr4:46261768-46261878	
chr4:44711161-44711271	
chr4:44689728-44689842	0
chr4:44683169-44683280	0
chr4:44680594-44680704	0
chr4:44649901-44650014	0
chr4:44447935-44448046	
chr4:44175219-44175329	
chr4:43899353-43899463	0
chr4:42624592-42624706	0
chr4:42590868-42590979	
chr4:42555792-42555908	0
chr4:42125695-42125808	
chr4:41985166-41985276	1
chr4:41985058-41985171	0
chr4:41984390-41984508	0
chr4:41983205-41983316	0
chr4:41943475-41943587	
chr4:41841942-41842052	
chr4:41697320-41697436	
chr4:41679846-41679956	0
chr4:41671347-41671490	
chr4:41646440-41646553	0
chr4:41646277-41646387	0
chr4:41613143-41613253	0
chr4:41612801-41612920	
chr4:41261651-41261761	
chr4:41013486-41013598	0
chr4:40786986-40787098	0
chr4:40760946-40761056	
chr4:40142572-40142682	0
chr4:40122327-40122439	0
chr4:39928183-39928295	0
chr4:39926816-39926927	0
chr4:39926709-39926822	0
chr4:39922729-39922839	
chr4:39916965-39917078	0
chr4:39902472-39902589	
chr4:39898513-39898625	
chr4:39877179-39877289	
chr4:39869447-39869557	
chr4:39862749-39862859	
chr4:39849388-39849506	0
chr4:39845835-39845947	0
chr4:39844428-39844544	
chr4:39825534-39825649	
chr4:39572227-39572352	
chr4:39509860-39509972	
chr4:39505327-39505437	
chr4:39504257-39504368	0
chr4:39500052-39500170	0
chr4:39499977-39500087	0
chr4:39477178-39477289	
chr4:39471276-39471393	
chr4:39351203-39351335	
chr4:39345476-39345588	
chr4:39320299-39320420	0
chr4:39311562-39311673	
chr4:39306438-39306550	
chr4:39299879-39299996	
chr4:39278001-39278117	
chr4:39253728-39253842	
chr4:39232049-39232163	0
chr4:39228754-39228868	
chr4:39224816-39224931	0
chr4:39214723-39214840	0
chr4:39081026-39081136	0
chr4:39032396-39032509	
chr4:38998493-38998606	
chr4:38988588-38988698	
chr4:38941026-38941140	
chr4:38935645-38935757	1
chr4:38905350-38905465	
chr4:38696995-38697105	0
chr4:38694592-38694707	
chr4:38132752-38132868	0
chr4:38102830-38102945	
chr4:38027585-38027696	
chr4:37846863-37846973	
chr4:37844162-37844272	
chr4:37829811-37829923	
chr4:36160601-36160711	0
chr4:36128703-36128814	0
chr4:36128427-36128554	0
chr4:36119468-36119578	
chr4:27017464-27017574	
chr4:27007430-27007542	0
chr4:27003065-27003175	
chr4:26999155-26999266	
chr4:26735391-26735502	0
chr4:26415396-26415507	0
chr4:26386287-26386398	0
chr4:25928327-25928438	0
chr4:25847926-25848038	
chr4:25776313-25776423	
chr4:25757437-25757550	0
chr4:25666051-25666170	
chr4:25394712-25394822	0
chr4:25364387-25364498	
chr4:25315436-25315548	0
chr4:25313965-25314080	0
chr4:25260591-25260714	0
chr4:25260310-25260423	
chr4:25159060-25159175	
chr4:25156752-25156866	
chr4:25019370-25019481	
chr4:24822404-24822516	0
chr4:23884894-23885004	
chr4:23824464-23824574	0
chr4:23824058-23824170	
chr4:23814569-23814686	
chr4:22447355-22447466	0
chr4:22442578-22442693	0
chr4:22436305-22436421	0
chr4:22420734-22420844	
chr4:22413025-22413141	
chr4:21697433-21697556	
chr4:21697266-21697391	
chr4:20882529-20882640	
chr4:20704394-20704506	0
chr4:20553721-20553831	
chr4:20533815-20533928	
chr4:17962855-17962965	0
chr4:17883623-17883743	0
chr4:17840196-17840307	0
chr4:17828466-17828579	
chr4:17688228-17688340	
chr4:17664630-17664744	
chr4:17633863-17633978	
chr4:17589013-17589128	
chr4:17511987-17512102	0
chr4:16898554-16898674	
chr4:16585722-16585839	
chr4:16508385-16508499	
chr4:16360602-16360713	0
chr4:16202553-16202664	0
chr4:16188307-16188418	0
chr4:15987827-15987944	
chr4:15980253-15980370	
chr4:15838027-15838138	
chr4:15824742-15824852	
chr4:15640842-15640952	1
chr4:15640575-15640685	
chr4:15511354-15511464	0
chr4:15509975-15510085	
chr4:15502337-15502447	0
chr4:15441970-15442082	
chr4:15058271-15058382	
chr4:13586218-13586328	
chr4:13581006-13581118	0
chr4:13474176-13474290	
chr4:13369959-13370070	0
chr4:13338703-13338813	
chr4:10097868-10097986	
chr4:10025835-10025945	0
chr4:9890676-9890790	
chr4:9708959-9709076	0
chr4:9403207-9403345	1
chr4:9385478-9385589	0
chr4:9326800-9326912	
chr4:9221740-9221850	
chr4:9217040-9217152	0
chr4:8471008-8471118	
chr4:8414151-8414261	0
chr4:8174967-8175084	0
chr4:7983509-7983621	0
chr4:7838784-7838908	
chr4:7815921-7816032	
chr4:7809766-7809876	
chr4:7781205-7781315	
chr4:7062440-7062565	
chr4:6996485-6996599	
chr4:6717523-6717634	0
chr4:6579299-6579410	
chr4:6511865-6511976	
chr4:6511844-6511964	
chr4:6511814-6511943	
chr4:6084917-6085044	
chr4:6053856-6053979	0
chr4:5980390-5980504	
chr4:5856360-5856474	
chr4:5849457-5849572	
chr4:5825726-5825840	
chr4:5808126-5808238	
chr4:5756155-5756270	
chr4:5745136-5745251	
chr4:5697696-5697811	
chr4:5662960-5663072	
chr4:5628693-5628804	0
chr4:5526360-5526470	
chr4:5525365-5525477	0
chr4:5446516-5446630	
chr4:5019163-5019273	
chr4:4434813-4434923	
chr4:4409460-4409572	
chr4:4387497-4387612	
chr4:4299726-4299861	
chr4:4274210-4274321	
chr4:4240219-4240329	0
chr4:4226580-4226696	
chr4:4147434-4147549	
chr4:3937172-3937290	0
chr4:3476519-3476631	
chr4:3229691-3229802	
chr4:3229025-3229138	
chr4:3228633-3228746	
chr4:3208669-3208784	
chr4:3038502-3038615	
chr4:3037534-3037650	
chr4:2964097-2964207	0
chr4:2956833-2956943	
chr4:2894458-2894575	
chr4:2212878-2212991	
chr4:2174774-2174890	
chr4:2157672-2157796	
chr4:2129006-2129126	
chr4:1938366-1938491	
chr4:1918075-1918185	0
chr4:1841443-1841553	0
chr4:1833023-1833135	
chr4:1804235-1804346	
chr4:1699896-1700008	
chr4:1351502-1351612	
chr4:1025216-1025337	0
chr4:952513-952642	
chr4:952424-952568	
chr4:952367-952479	
chr4:672546-672666	
chr4:670189-670310	
chr4:654703-654819	
chr4:505582-505699	
chr4:343674-343798	1
chr4:161113-161229	0
chr4:131339-131449	
chr4:130691-130804	
chr4:106389-106502	
chr4:53502-53613	
chr3_GL000221v1_random:12051-12168	
chr3_GL000221v1_random:11964-12077	
chr3_GL000221v1_random:11941-12053	
chr3:198169935-198170048	0
chr3:198153209-198153351	0
chr3:198111352-198111468	
chr3:198111042-198111152	0
chr3:197975954-197976065	0
chr3:197943627-197943740	0
chr3:197870324-197870434	
chr3:197850301-197850418	
chr3:197835602-197835713	
chr3:197773473-197773592	0
chr3:197674858-197674977	
chr3:197065435-197065545	0
chr3:197019799-197019909	0
chr3:196805227-196805338	0
chr3:196733689-196733803	0
chr3:196731131-196731246	
chr3:196554102-196554212	0
chr3:196509730-196509842	0
chr3:196488530-196488641	0
chr3:196488431-196488543	
chr3:196432371-196432481	0
chr3:196407373-196407491	0
chr3:196392022-196392133	
chr3:196391928-196392047	
chr3:196369479-196369589	
chr3:196361888-196362004	0
chr3:196324166-196324283	0
chr3:196291429-196291539	
chr3:196291098-196291210	
chr3:196257897-196258009	
chr3:196229805-196229927	
chr3:196228178-196228294	
chr3:196226746-196226856	
chr3:196074996-196075116	
chr3:196065367-196065482	
chr3:195811580-195811699	0
chr3:195720990-195721100	0
chr3:195614927-195615037	0
chr3:195568781-195568891	
chr3:195514960-195515073	0
chr3:195381981-195382091	0
chr3:195381811-195381921	0
chr3:195302152-195302264	0
chr3:195294582-195294692	0
chr3:195289244-195289355	0
chr3:194688478-194688593	0
chr3:194687652-194687762	0
chr3:194644333-194644475	
chr3:194448032-194448145	
chr3:194441495-194441605	0
chr3:194438926-194439036	0
chr3:194136309-194136425	0
chr3:193659381-193659492	0
chr3:193554603-193554737	0
chr3:193483731-193483842	
chr3:193471044-193471154	
chr3:193465144-193465254	
chr3:193440693-193440803	
chr3:193412456-193412604	
chr3:193362700-193362863	
chr3:193354049-193354159	
chr3:193285124-193285234	0
chr3:193155924-193156040	0
chr3:192917535-192917648	0
chr3:192798313-192798423	0
chr3:192170613-192170726	0
chr3:192170234-192170351	0
chr3:191380089-191380204	0
chr3:191356957-191357069	0
chr3:190831036-190831147	
chr3:190627259-190627369	0
chr3:190627204-190627338	
chr3:190620200-190620313	
chr3:189995506-189995620	
chr3:189994255-189994386	
chr3:189987429-189987548	0
chr3:189984556-189984667	1
chr3:189982831-189982941	
chr3:189972977-189973088	0
chr3:189957650-189957775	
chr3:189880182-189880296	
chr3:189789619-189789729	0
chr3:189310574-189310718	
chr3:189310278-189310391	
chr3:188760359-188760486	
chr3:188609075-188609191	0
chr3:188524847-188524999	
chr3:188524495-188524605	
chr3:187262447-187262563	0
chr3:187253276-187253392	
chr3:187229856-187229970	
chr3:186804454-186804568	0
chr3:186761747-186761864	0
chr3:186760920-186761035	
chr3:186717783-186717897	
chr3:186677108-186677220	0
chr3:186675258-186675382	
chr3:186584585-186584699	
chr3:186577578-186577691	0
chr3:186572288-186572412	
chr3:186260488-186260600	
chr3:186257631-186257747	
chr3:186149934-186150050	0
chr3:185923940-185924050	0
chr3:185919437-185919547	0
chr3:185823073-185823183	0
chr3:185822940-185823053	0
chr3:185624155-185624270	
chr3:185600991-185601111	
chr3:185491740-185491850	
chr3:185449681-185449796	
chr3:185437592-185437703	0
chr3:185417329-185417456	
chr3:184982338-184982451	
chr3:184940220-184940339	0
chr3:184926326-184926454	
chr3:184924749-184924862	
chr3:184869596-184869711	
chr3:184855634-184855744	0
chr3:184834584-184834695	0
chr3:184711295-184711416	
chr3:184383120-184383230	
chr3:184328339-184328449	
chr3:184321905-184322022	0
chr3:184301286-184301402	
chr3:184139971-184140087	
chr3:184104687-184104798	
chr3:184033069-184033187	
chr3:184014476-184014590	
chr3:183989107-183989232	
chr3:183961736-183961847	
chr3:183959797-183959907	0
chr3:183867649-183867766	
chr3:183840659-183840773	0
chr3:183803923-183804033	0
chr3:183786364-183786474	
chr3:183775905-183776034	0
chr3:183718348-183718458	
chr3:183527673-183527789	
chr3:183499301-183499425	
chr3:183140360-183140489	
chr3:182955540-182955651	
chr3:182841927-182842047	0
chr3:181713388-181713499	0
chr3:181146068-181146180	1
chr3:180988303-180988422	
chr3:180975377-180975491	0
chr3:180970333-180970472	
chr3:180963051-180963169	
chr3:180961397-180961511	0
chr3:180661731-180661841	0
chr3:180654595-180654709	
chr3:180651986-180652099	0
chr3:180647205-180647316	0
chr3:180604410-180604521	0
chr3:180603059-180603171	0
chr3:179898008-179898118	
chr3:179809621-179809732	
chr3:179808396-179808506	
chr3:179784152-179784267	
chr3:179783810-179783927	
chr3:179765927-179766041	
chr3:179764133-179764265	1
chr3:179763900-179764019	0
chr3:179730228-179730339	0
chr3:179615915-179616025	0
chr3:179602548-179602659	
chr3:179587804-179587916	
chr3:179586417-179586536	
chr3:179580746-179580858	0
chr3:179573470-179573580	0
chr3:179401395-179401507	
chr3:179378168-179378283	
chr3:179376874-179376984	0
chr3:179367884-179368003	0
chr3:179365186-179365297	0
chr3:179244653-179244765	0
chr3:179240023-179240134	0
chr3:179219792-179219903	0
chr3:179210010-179210122	
chr3:179201559-179201675	
chr3:179199924-179200037	
chr3:177051402-177051517	0
chr3:177034032-177034148	
chr3:177026193-177026304	
chr3:175755026-175755137	
chr3:175718145-175718273	
chr3:175471568-175471678	0
chr3:175471451-175471562	0
chr3:175323978-175324093	
chr3:174377995-174378112	
chr3:172977021-172977131	
chr3:172916181-172916298	
chr3:172362561-172362671	0
chr3:172346495-172346611	
chr3:172335057-172335173	0
chr3:172328855-172328968	0
chr3:172285991-172286104	
chr3:171737611-171737721	0
chr3:171692482-171692592	
chr3:171194318-171194435	
chr3:171139328-171139464	0
chr3:171128837-171128957	
chr3:171126177-171126291	
chr3:171101674-171101784	
chr3:171084073-171084192	0
chr3:171079696-171079812	
chr3:171066417-171066536	0
chr3:171009862-171010001	
chr3:170997844-170997954	0
chr3:170391274-170391386	0
chr3:170384382-170384492	
chr3:170381380-170381494	0
chr3:170280402-170280514	0
chr3:170275137-170275255	0
chr3:170270526-170270646	
chr3:170263118-170263233	
chr3:170085393-170085504	0
chr3:169966904-169967027	0
chr3:169927235-169927362	
chr3:169924899-169925011	0
chr3:169861468-169861583	
chr3:169856624-169856735	0
chr3:169856215-169856325	
chr3:169807671-169807793	0
chr3:169783667-169783777	0
chr3:169145093-169145240	
chr3:168044840-168044952	0
chr3:168029803-168029918	0
chr3:167888795-167888905	0
chr3:167822903-167823014	0
chr3:167684434-167684546	
chr3:167536706-167536821	
chr3:167452991-167453101	0
chr3:167327863-167327984	
chr3:167282168-167282278	0
chr3:166862084-166862196	0
chr3:165187810-165187921	0
chr3:165065414-165065544	0
chr3:165058809-165058937	
chr3:165038117-165038227	
chr3:165030860-165030973	0
chr3:161429033-161429151	
chr3:161247424-161247542	
chr3:161242739-161242850	
chr3:161238044-161238159	0
chr3:161235282-161235396	0
chr3:161227387-161227510	0
chr3:161224799-161224911	1
chr3:161221908-161222038	
chr3:160756702-160756840	
chr3:160677251-160677363	0
chr3:160535850-160535975	1
chr3:160531382-160531495	0
chr3:160515568-160515682	0
chr3:160501999-160502115	0
chr3:160438529-160438639	0
chr3:160426228-160426338	0
chr3:160424972-160425103	0
chr3:160423818-160423932	0
chr3:160423347-160423466	0
chr3:160420885-160420997	0
chr3:160419525-160419636	0
chr3:160416403-160416515	0
chr3:160413398-160413511	0
chr3:160384411-160384521	0
chr3:160366119-160366229	0
chr3:160258594-160258704	0
chr3:160102860-160102970	
chr3:160101614-160101724	0
chr3:158827370-158827487	
chr3:158824415-158824526	
chr3:158819576-158819692	
chr3:158809103-158809218	1
chr3:158806938-158807048	0
chr3:158710970-158711082	0
chr3:158691238-158691357	0
chr3:158690091-158690205	0
chr3:158684304-158684414	
chr3:158681918-158682028	0
chr3:158354937-158355048	0
chr3:158354784-158354897	0
chr3:158104982-158105094	
chr3:158102894-158103005	0
chr3:157578098-157578209	1
chr3:157553410-157553521	
chr3:157363152-157363268	
chr3:157159483-157159593	0
chr3:156695776-156695893	
chr3:156463813-156463923	0
chr3:156143519-156143647	
chr3:155987994-155988111	
chr3:155931633-155931747	
chr3:155925350-155925464	0
chr3:155910518-155910640	
chr3:155905992-155906103	
chr3:155827980-155828090	
chr3:155595927-155596045	
chr3:155493964-155494074	
chr3:155488154-155488265	1
chr3:155172673-155172787	
chr3:155140360-155140484	
chr3:155116540-155116657	0
chr3:154353962-154354072	0
chr3:154300014-154300125	
chr3:154292762-154292872	
chr3:154292676-154292811	0
chr3:154289779-154289889	0
chr3:154284518-154284630	1
chr3:154280505-154280615	0
chr3:154277449-154277559	0
chr3:154124322-154124440	
chr3:153168443-153168553	0
chr3:153165642-153165752	0
chr3:153165556-153165668	0
chr3:153164097-153164209	0
chr3:153164013-153164125	0
chr3:153163614-153163735	
chr3:152446761-152446871	0
chr3:152340389-152340499	
chr3:152300058-152300169	
chr3:151827418-151827533	
chr3:151820466-151820585	
chr3:151430275-151430390	0
chr3:151375920-151376031	
chr3:151349802-151349918	
chr3:151198292-151198406	0
chr3:151188477-151188587	0
chr3:150703753-150703873	0
chr3:150702220-150702344	0
chr3:150685582-150685695	
chr3:150682270-150682380	
chr3:150564224-150564337	0
chr3:150558316-150558426	0
chr3:150051459-150051578	
chr3:150051199-150051310	
chr3:149968529-149968640	
chr3:149895395-149895513	0
chr3:149572768-149572878	1
chr3:149542356-149542474	0
chr3:149325109-149325219	
chr3:149212269-149212379	
chr3:149185092-149185204	
chr3:149183558-149183669	0
chr3:149179661-149179800	0
chr3:149167942-149168052	0
chr3:149141481-149141602	
chr3:149141150-149141263	1
chr3:149050029-149050140	
chr3:149039453-149039564	0
chr3:149032332-149032442	0
chr3:149009108-149009224	
chr3:148997004-148997133	
chr3:148996459-148996571	
chr3:148994069-148994179	0
chr3:148865394-148865505	0
chr3:148865122-148865232	
chr3:148844847-148844960	
chr3:147402617-147402734	0
chr3:146595203-146595313	0
chr3:146594100-146594210	0
chr3:146533361-146533473	1
chr3:146517125-146517235	0
chr3:146459757-146459870	
chr3:146449326-146449440	0
chr3:146221882-146221992	0
chr3:143832173-143832283	0
chr3:143517024-143517136	
chr3:143268682-143268807	
chr3:143266945-143267060	
chr3:143056510-143056623	
chr3:143055156-143055271	0
chr3:143010954-143011066	
chr3:142838611-142838724	
chr3:142802332-142802444	0
chr3:142704585-142704715	0
chr3:142683935-142684045	0
chr3:142683805-142683916	
chr3:142678226-142678339	
chr3:142560514-142560626	
chr3:142558546-142558656	0
chr3:142555847-142555957	0
chr3:142553383-142553508	
chr3:142540814-142540928	0
chr3:142522800-142522912	0
chr3:142512170-142512288	0
chr3:142498835-142498948	0
chr3:142496228-142496387	0
chr3:142465271-142465384	
chr3:142416966-142417087	0
chr3:142375924-142376051	0
chr3:142371079-142371197	
chr3:142355562-142355672	
chr3:142332624-142332735	
chr3:142312946-142313057	0
chr3:142215501-142215611	0
chr3:142204599-142204709	0
chr3:142187554-142187671	
chr3:142186580-142186699	0
chr3:142171196-142171306	
chr3:141978332-141978444	
chr3:141903738-141903848	0
chr3:141903519-141903631	0
chr3:141580505-141580628	
chr3:141511994-141512107	
chr3:140963195-140963309	
chr3:140959492-140959607	0
chr3:140956456-140956574	
chr3:139582901-139583013	
chr3:139461981-139462091	0
chr3:139362524-139362640	
chr3:139358635-139358748	0
chr3:139350380-139350494	
chr3:139044735-139044846	0
chr3:138737594-138737715	
chr3:138694557-138694667	
chr3:138681890-138682003	0
chr3:138622392-138622507	0
chr3:138529117-138529233	0
chr3:138474133-138474245	
chr3:138397509-138397621	
chr3:138324643-138324790	
chr3:138269963-138270073	0
chr3:138262633-138262744	
chr3:138262547-138262663	
chr3:138188328-138188442	
chr3:138173639-138173750	
chr3:138161851-138161965	0
chr3:138029930-138030040	0
chr3:136980241-136980353	
chr3:136899818-136899928	0
chr3:136899369-136899483	0
chr3:136363505-136363620	
chr3:136087810-136087920	0
chr3:136023165-136023297	0
chr3:134371459-134371573	
chr3:133944930-133945041	
chr3:133628720-133628835	0
chr3:132719853-132719969	0
chr3:132644858-132644970	
chr3:132602142-132602252	0
chr3:132507423-132507535	
chr3:132502182-132502298	0
chr3:132477911-132478021	0
chr3:132474776-132474894	
chr3:132460386-132460500	0
chr3:132460178-132460290	0
chr3:132454264-132454389	
chr3:132454110-132454223	0
chr3:132450811-132450923	0
chr3:132447254-132447367	0
chr3:132388468-132388579	
chr3:132331512-132331622	0
chr3:132328135-132328246	
chr3:131700004-131700127	
chr3:131685731-131685848	0
chr3:131489774-131489889	
chr3:131469483-131469608	
chr3:131467999-131468111	0
chr3:131152152-131152262	
chr3:131015993-131016104	
chr3:131014152-131014263	0
chr3:131001054-131001177	0
chr3:130993072-130993184	
chr3:130979166-130979277	0
chr3:130941787-130941897	
chr3:130941498-130941610	0
chr3:130934492-130934604	0
chr3:130728649-130728772	0
chr3:130686038-130686150	0
chr3:130648966-130649079	0
chr3:130641706-130641818	0
chr3:130422604-130422714	0
chr3:130403658-130403779	1
chr3:130398078-130398198	0
chr3:130092979-130093104	0
chr3:129998563-129998677	
chr3:129651682-129651801	0
chr3:129460671-129460785	0
chr3:129449961-129450076	1
chr3:129436654-129436764	0
chr3:129433288-129433399	
chr3:129404434-129404548	
chr3:129396251-129396375	
chr3:129255129-129255242	
chr3:129156348-129156466	
chr3:129140531-129140643	
chr3:129140488-129140606	0
chr3:128912779-128912889	
chr3:128901122-128901252	0
chr3:128899473-128899613	
chr3:128895182-128895292	
chr3:128879576-128879686	0
chr3:128644745-128644855	0
chr3:128573425-128573543	0
chr3:128573169-128573284	
chr3:128101600-128101711	
chr3:127927694-127927806	0
chr3:127781586-127781698	
chr3:127692044-127692165	
chr3:126505587-126505714	
chr3:126067769-126067879	
chr3:126022886-126022998	0
chr3:125932709-125932820	0
chr3:125681172-125681282	
chr3:125594816-125594927	0
chr3:125552091-125552211	
chr3:125519898-125520027	0
chr3:125504464-125504574	0
chr3:125460817-125460928	0
chr3:125279204-125279315	
chr3:125232277-125232392	
chr3:125110350-125110462	
chr3:124991100-124991215	0
chr3:124928032-124928148	
chr3:124912885-124913008	
chr3:124910325-124910437	
chr3:124907952-124908071	
chr3:124766009-124766126	
chr3:124741998-124742114	
chr3:124740246-124740356	
chr3:124678352-124678464	
chr3:124660648-124660764	
chr3:124441782-124441895	0
chr3:124347321-124347454	
chr3:124347224-124347371	
chr3:123975135-123975245	0
chr3:123955982-123956094	0
chr3:123931550-123931666	
chr3:123737173-123737287	
chr3:123620059-123620170	0
chr3:123613978-123614094	0
chr3:123347986-123348114	
chr3:123161799-123161915	0
chr3:123092290-123092400	
chr3:122910759-122910877	0
chr3:122806658-122806771	
chr3:122779442-122779573	
chr3:122768889-122768999	0
chr3:122759135-122759269	
chr3:122755387-122755503	0
chr3:122752510-122752626	0
chr3:122728615-122728725	
chr3:122714334-122714444	0
chr3:122714101-122714213	0
chr3:122695355-122695466	0
chr3:122552307-122552417	0
chr3:122540848-122540958	0
chr3:122496269-122496399	
chr3:122461290-122461400	0
chr3:122451334-122451446	
chr3:122427763-122427874	
chr3:122402666-122402785	0
chr3:122362984-122363095	0
chr3:122359780-122359908	0
chr3:122001930-122002040	
chr3:122001617-122001732	
chr3:121894400-121894513	0
chr3:121809006-121809120	0
chr3:121799339-121799449	0
chr3:121798995-121799105	
chr3:121797043-121797155	
chr3:121795561-121795675	0
chr3:121788454-121788565	0
chr3:121781618-121781731	
chr3:121729007-121729118	
chr3:121714979-121715089	0
chr3:121690595-121690707	
chr3:121677515-121677627	
chr3:121677174-121677285	0
chr3:121658401-121658511	
chr3:121633171-121633283	
chr3:121546702-121546816	
chr3:121498266-121498377	
chr3:121493380-121493490	
chr3:121483536-121483653	0
chr3:121476405-121476536	
chr3:121432373-121432483	
chr3:120954776-120954886	
chr3:120412007-120412121	0
chr3:120002294-120002405	
chr3:119629486-119629596	
chr3:119615786-119615914	
chr3:119503688-119503801	
chr3:119485166-119485278	1
chr3:119480202-119480315	
chr3:119216395-119216522	
chr3:119203741-119203856	0
chr3:117027657-117027772	0
chr3:117027560-117027682	1
chr3:116444761-116444885	
chr3:115810195-115810308	
chr3:114308187-114308300	
chr3:114236158-114236271	
chr3:114103269-114103379	0
chr3:114065110-114065222	
chr3:113937955-113938075	
chr3:113936199-113936310	
chr3:113920165-113920276	
chr3:113809205-113809317	0
chr3:113805528-113805638	0
chr3:113798088-113798198	
chr3:113789602-113789713	
chr3:113723887-113723997	0
chr3:113658584-113658695	0
chr3:113657213-113657350	0
chr3:113623264-113623377	
chr3:113566288-113566415	0
chr3:113506633-113506743	
chr3:113503202-113503316	0
chr3:113489071-113489182	
chr3:113450529-113450645	
chr3:113450475-113450588	0
chr3:113447950-113448061	0
chr3:113408956-113409079	
chr3:113360876-113360988	
chr3:113286856-113286967	
chr3:113013412-113013526	0
chr3:113000894-113001010	0
chr3:112999574-112999684	0
chr3:112819674-112819784	0
chr3:112610012-112610123	
chr3:112570679-112570792	0
chr3:112558489-112558601	
chr3:112534296-112534410	0
chr3:112534161-112534271	0
chr3:112469644-112469758	
chr3:112231136-112231246	
chr3:112155005-112155119	0
chr3:112112826-112112939	0
chr3:112050472-112050588	
chr3:111986378-111986501	0
chr3:111966477-111966599	
chr3:111649582-111649696	
chr3:111585193-111585306	
chr3:109337281-109337394	
chr3:109308318-109308429	
chr3:109304223-109304335	
chr3:109117821-109117937	
chr3:109099557-109099669	
chr3:109054912-109055022	
chr3:109035423-109035533	
chr3:109027514-109027628	
chr3:108986795-108986908	0
chr3:108953438-108953552	0
chr3:108677286-108677401	
chr3:108648888-108648998	0
chr3:108636678-108636790	1
chr3:108625739-108625853	0
chr3:108616356-108616468	
chr3:108581581-108581692	
chr3:108557367-108557478	0
chr3:108510540-108510651	0
chr3:108505788-108505903	0
chr3:108493271-108493387	0
chr3:108493001-108493116	0
chr3:108463271-108463382	
chr3:108460322-108460435	0
chr3:108456837-108456947	0
chr3:108437355-108437465	
chr3:108416709-108416820	0
chr3:108414448-108414558	
chr3:108383732-108383842	
chr3:108362278-108362389	0
chr3:108191430-108191544	0
chr3:108050668-108050778	
chr3:107710377-107710490	0
chr3:107106352-107106462	0
chr3:105751334-105751447	0
chr3:105702426-105702549	0
chr3:105551956-105552069	0
chr3:105545398-105545514	0
chr3:105519996-105520107	0
chr3:101856983-101857100	
chr3:101854451-101854566	
chr3:101802077-101802188	
chr3:101681016-101681128	0
chr3:101654830-101654942	
chr3:101651635-101651753	
chr3:101565114-101565224	0
chr3:101513163-101513295	
chr3:101459007-101459117	1
chr3:101351661-101351771	0
chr3:101347671-101347788	
chr3:101273510-101273620	0
chr3:101229276-101229387	0
chr3:100876352-100876462	0
chr3:100864757-100864868	
chr3:100862367-100862481	0
chr3:100851893-100852007	
chr3:100850558-100850669	
chr3:100796303-100796414	0
chr3:100744757-100744876	0
chr3:100719903-100720015	0
chr3:100713857-100713974	
chr3:100659618-100659728	0
chr3:100355301-100355411	
chr3:100340019-100340133	0
chr3:100323495-100323606	
chr3:100306363-100306473	
chr3:100297832-100297942	0
chr3:100296355-100296466	
chr3:100290716-100290826	0
chr3:98825229-98825345	0
chr3:98811012-98811123	0
chr3:98800803-98800919	
chr3:98799266-98799376	
chr3:98580813-98580926	
chr3:98531871-98531983	
chr3:98312539-98312649	0
chr3:98025645-98025755	0
chr3:97886566-97886677	0
chr3:97780725-97780835	0
chr3:97748467-97748588	
chr3:97736129-97736239	0
chr3:97479407-97479517	
chr3:97479218-97479329	
chr3:96777356-96777470	0
chr3:96567581-96567702	
chr3:96567394-96567504	0
chr3:96350977-96351089	
chr3:94126009-94126123	
chr3:94049526-94049637	0
chr3:94035392-94035508	0
chr3:94035186-94035304	
chr3:93988736-93988852	
chr3:93928483-93928601	0
chr3:90234781-90234897	
chr3:90227501-90227625	0
chr3:89413068-89413181	
chr3:89107926-89108036	
chr3:87050992-87051102	0
chr3:81581068-81581183	0
chr3:81578076-81578186	
chr3:81535067-81535181	
chr3:79957525-79957636	
chr3:78688568-78688679	
chr3:78659610-78659724	
chr3:78646153-78646263	0
chr3:78639854-78639964	
chr3:78614758-78614872	
chr3:77596745-77596858	1
chr3:77493179-77493289	
chr3:77317224-77317334	0
chr3:75665178-75665294	0
chr3:75654730-75654845	
chr3:75623491-75623604	
chr3:75550019-75550138	
chr3:75430838-75430950	0
chr3:75416805-75416917	0
chr3:74521172-74521288	0
chr3:74299741-74299851	
chr3:73602420-73602531	0
chr3:73390907-73391017	
chr3:73063268-73063390	
chr3:72773433-72773547	0
chr3:72446392-72446509	
chr3:71772509-71772624	
chr3:71690131-71690243	0
chr3:71689804-71689918	
chr3:70959140-70959253	0
chr3:69939236-69939350	
chr3:69250240-69250368	
chr3:69216379-69216500	
chr3:69193569-69193680	0
chr3:69063457-69063571	0
chr3:69061896-69062014	0
chr3:69027821-69027934	0
chr3:69024218-69024334	
chr3:69005011-69005128	
chr3:68987323-68987436	0
chr3:68885276-68885388	
chr3:67609675-67609785	
chr3:67508742-67508854	0
chr3:67495601-67495717	
chr3:67007855-67007969	
chr3:66412745-66412858	
chr3:66383898-66384022	0
chr3:66346293-66346403	0
chr3:66261859-66261972	0
chr3:65621867-65621991	0
chr3:65478837-65478947	
chr3:65470473-65470585	
chr3:65453325-65453441	
chr3:65442935-65443047	
chr3:65439878-65439997	0
